model_name,accuracy,roc_auc,macro_f1,weighted_f1
gradient_boosting,0.86764254273723,0.9214262230484529,0.8003325610028311,0.8607715132195612
random_forest,0.8594533729143208,0.9055227684086238,0.7968837625985881,0.8556567292784161
logistic_regression,0.8523902139420616,0.9042148127759706,0.7810986933018668,0.8462265344894027
